formation,fairy,speed,has_HG,tank,has_armor,max_HP,DPS,has_chip,damage
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,71
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,69
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,72
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,49
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,86
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,75
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,123
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,56
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,78
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,79
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,103
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,67
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,76
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,79
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,86
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,67
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,76
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,99
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,60
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,79
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,102
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,109
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,106
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,109
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,128
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,91
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,74
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,109
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,110
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,108
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,93
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,88
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,69
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,95
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,113
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,73
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,158
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,119
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,78
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,91
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,103
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,105
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,75
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,100
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,69
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,77
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,79
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,65
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,67
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,137
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,84
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,99
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,154
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,86
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,80
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,99
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,113
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,83
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,77
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,85
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,78
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,130
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,87
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,60
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,95
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,k11 sl10 eot,0,112
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,272
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,220
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,205
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,217
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,266
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,208
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,208
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,232
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,206
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,241
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,194
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,218
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,281
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,219
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,271
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,213
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,260
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,220
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,302
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,263
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,252
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,270
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,215
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,233
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,227
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,205
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,213
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,237
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,276
0-2-formation,5* dmg1 Rescue,4,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,211
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,73
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,106
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,90
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,107
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,101
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,90
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,81
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,71
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,96
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,113
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,88
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,91
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,89
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,80
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,97
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,93
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,139
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,71
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,64
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,124
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,95
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,113
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,116
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,117
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,78
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,82
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,144
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,83
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,53
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,82
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,85
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,117
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,85
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,112
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,116
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,115
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,132
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,121
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,147
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,99
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,105
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,97
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,91
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,108
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,126
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,112
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,82
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,97
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,132
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,207
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,106
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,94
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,113
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,202
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,208
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,180
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,229
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,94
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,101
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,k11 sl10 eot,0,220
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,296
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,242
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,272
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,304
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,337
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,206
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,263
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,323
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,258
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,225
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,292
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,294
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,345
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,270
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,263
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,262
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,240
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,248
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,261
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,288
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,288
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,204
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,396
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,231
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,270
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,246
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,283
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,278
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,257
0-2-formation,5* dmg1 Rescue,6,1,Super Shorty,1,1210,sop mod3 8/8 eot+speq,0,258
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,87
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,64
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,82
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,78
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,86
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,78
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,88
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,48
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,63
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,81
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,55
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,50
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,76
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,75
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,85
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,143
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,165
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,169
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,91
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,143
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,74
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,88
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,75
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,138
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,90
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,139
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,93
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,99
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,105
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,k11 sl10 vfl,0,94
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,191
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,179
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,248
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,200
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,273
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,193
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,212
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,208
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,176
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,214
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,230
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,242
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,260
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,236
0-2-formation,5* fervor Mortar,4,1,Super Shorty,1,1210,sop mod3 8/8 vfl+speq,0,216
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,66
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,85
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,115
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,77
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,90
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,72
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,60
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,103
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,85
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,83
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,72
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,79
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,92
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,67
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 speq,0,113
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,98
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,80
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,94
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,68
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,84
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,97
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,84
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,107
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,93
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,133
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,100
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,74
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,78
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,69
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,416 mod2 10/8 vfl,0,76
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,100
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,99
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,79
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,97
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,95
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,124
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,114
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,111
0-2-formation,5* fervor Mortar,6,1,Super Shorty,1,1210,k11 sl10 vfl,0,195
